StreetName,City,State,Collision,Weather,Day
S CALLE SANTA CRUZ            ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
DREXEL RD                     ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DARK-LIGHTED                                           
CALLE SANTA CRUZ              ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
S CALLE SANTA CRUZ            ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
CALLE SANTA CRUZ S            ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
CALLE SANTA CRUZ              ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DARK-NOT LIGHTED                                       
DREXEL RD                     ,Tucson,Arizona,Vehicle/Vehicle,CLOUDY                                                 ,DAYLIGHT                                               
CALLE SANTA CRUZ              ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
W DREXEL RD                   ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
S CALLE SANTA CRUZ            ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
S CALLE SANTA CRUZ            ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
W DREXEL RD                   ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
S CALLE SANTA CRUZ            ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DARK-NOT LIGHTED                                       
E CONGRESS RD                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
S SOUTHERN OAK DR             ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
S SOUTHERN OAK DR             ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
OAK HOLLOW DR W               ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
4730 E GRANT RD               ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DARK-LIGHTED                                           
N COUNTRY CLUB RD             ,Tucson,Arizona,Vehicle/Vehicle,RAIN                                                   ,DARK-NOT LIGHTED                                       
N COUNTRY CLUB RD             ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
N COUNTRY CLUB RD             ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
N COUNTRY CLUB RD             ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
COUNTRY CLUB RD N             ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DARK-LIGHTED                                           
E SPEEDWAY BL                 ,Tucson,Arizona,Vehicle/Vehicle,RAIN                                                   ,DAYLIGHT                                               
SPEEDWAY BL E                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
SPEEDWAY BL E                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DARK-LIGHTED                                           
COUNTRY CLUB RD N             ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
COUNTRY CLUB RD N             ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
E SPEEDWAY BLVD               ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DUSK                                                   
N COUNTRY CLUB RD             ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
COUNTRY CLUB RD N             ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
N COUNTRY CLUB RD             ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DARK-LIGHTED                                           
N COUNTRY CLUB RD             ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DARK-LIGHTED                                           
E SPEEDWAY BL                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DARK-LIGHTED                                           
E SPEEDWAY BL                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DARK-LIGHTED                                           
E SPEEDWAY BL                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
E SPEEDWAY BL                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
N COUNTRY CLUB RD             ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
E SPEEDWAY BL                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DUSK                                                   
E SPEEDWAY BL                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
E SPEEDWAY BL                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DARK-LIGHTED                                           
N COUNTRY CLUB RD             ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
E SPEEDWAY BL                 ,Tucson,Arizona,Vehicle/Vehicle,CLOUDY                                                 ,DAYLIGHT                                               
E SPEEDWAY BL                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
E SPEEDWAY BL                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
SPEEDWAY BL E                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
E SPEEDWAY BL                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DARK-LIGHTED                                           
E SPEEDWAY BL                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
COUNTRY CLUB RD N             ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
COUNTRY CLUB RD N             ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DARK-LIGHTED                                           
E SPEEDWAY BL                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
COUNTRY CLUB RD N             ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DARK-LIGHTED                                           
E SPEEDWAY BL                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
COUNTRY CLUB RD N             ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
N COUNTRY CLUB RD             ,Tucson,Arizona,Vehicle/Vehicle,CLOUDY                                                 ,DAYLIGHT                                               
SPEEDWAY BL E                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DUSK                                                   
SPEEDWAY BL E                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
N COUNTRY CLUB RD             ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DARK-LIGHTED                                           
COUNTRY CLUB RD N             ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAWN                                                   
SPEEDWAY BL                   ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DARK-LIGHTED                                           
N COUNTRY CLUB RD             ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
E SPEEDWAY BL                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
SPEEDWAY BL                   ,Tucson,Arizona,Vehicle/Vehicle,CLOUDY                                                 ,DAYLIGHT                                               
SPEEDWAY BL                   ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DARK-LIGHTED                                           
SPEEDWAY BL                   ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DARK-LIGHTED                                           
SPEEDWAY BL E                 ,Tucson,Arizona,Vehicle/Vehicle,RAIN                                                   ,DARK-LIGHTED                                           
COUNTRY CLUB RD N             ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
SPEEDWAY BL E                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DARK-LIGHTED                                           
SPEEDWAY BL                   ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
SPEEDWAY BL                   ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DARK-LIGHTED                                           
COUNTRY CLUB RD N             ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
SPEEDWAY BL E                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DARK-LIGHTED                                           
E SPEEDWAY BL                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
COUNTRY CLUB RD N             ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
COUNTRY CLUB RD N             ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DARK-LIGHTED                                           
COUNTRY CLUB RD               ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DARK-LIGHTED                                           
N COUNTRY CLUB RD             ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
E SPEEDWAY BL                 ,Tucson,Arizona,Vehicle/Vehicle,CLOUDY                                                 ,DARK-LIGHTED                                           
SPEEDWAY BL                   ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
N COUNTRY CLUB RD             ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
SPEEDWAY BL                   ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DARK-LIGHTED                                           
N COUNTRY CLUB RD             ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
COUNTRY CLUB RD               ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
COUNTRY CLUB RD N             ,Tucson,Arizona,Vehicle/Vehicle,CLOUDY                                                 ,DAYLIGHT                                               
COUNTRY CLUB RD N             ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
COUNTRY CLUB RD N             ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
COUNTRY CLUB RD               ,Tucson,Arizona,Vehicle/Vehicle,RAIN                                                   ,DUSK                                                   
COUNTRY CLUB RD               ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
COUNTRY CLUB RD N             ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
N COUNTRY CLUB RD             ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
E PIMA                        ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
E PIMA ST                     ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DARK-LIGHTED                                           
COUNTRY CLUB RD N             ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
COUNTRY CLUB RD N             ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
E PIMA ST                     ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
COUNTRY CLUB RD N             ,Tucson,Arizona,Vehicle/Vehicle,CLOUDY                                                 ,DAYLIGHT                                               
E PIMA ST                     ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
COUNTRY CLUB RD N             ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DARK-LIGHTED                                           
1133 E. JAMES E ROGERS WAY    ,Tucson,Arizona,Vehicle/Vehicle,UNKNOWN                                                ,DARK-UNKNOWN LIGHTING                                  
JAMES E ROGERS                ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
N COLUMBUS BL                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DARK-NOT LIGHTED                                       
N COLUMBUS BL                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
1350 E BROADWAY BL            ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DARK-LIGHTED                                           
SOUTH CAMPUS DR.              ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
AJO WY                        ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DARK-LIGHTED                                           
GRANT RD W                    ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DARK-LIGHTED                                           
FAIRVIEW AV N                 ,Tucson,Arizona,Vehicle/Vehicle,CLOUDY                                                 ,DAYLIGHT                                               
W GRANT RD                    ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
GRANT RD                      ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
W GRANT RD                    ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
GRANT RD                      ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DUSK                                                   
GRANT RD W                    ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
GRANT RD                      ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
GRANT RD                      ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
GRANT RD W                    ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
FAIRVIEW AV N                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
GRANT RD                      ,Tucson,Arizona,Vehicle/Vehicle,RAIN                                                   ,DAYLIGHT                                               
GRANT RD                      ,Tucson,Arizona,Vehicle/Vehicle,CLOUDY                                                 ,DAYLIGHT                                               
GRANT RD W                    ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
GRANT RD                      ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
GRANT RD                      ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DUSK                                                   
GRANT RD W                    ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
GRANT RD W                    ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
W GRANT RD                    ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
W GRANT RD                    ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
GRANT RD W                    ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
GRANT RD W                    ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
GRANT RD W                    ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
GRANT RD W                    ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
GRANT RD W                    ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
GRANT RD W                    ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
GRANT RD W                    ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
GRANT RD W                    ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
W GRANT RD                    ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DARK-LIGHTED                                           
GRANT RD W                    ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
GRANT RD                      ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
W GRANT RD                    ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
W GRANT RD                    ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
N FAIRVIEW AV                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
FAIRVIEW AV N                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DARK-LIGHTED                                           
W GRANT RD                    ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
W GRANT RD                    ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DUSK                                                   
W GRANT RD                    ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DARK-LIGHTED                                           
N FAIRVIEW AV                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
W GRANT RD                    ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
GRANT RD W                    ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
W GRANT RD                    ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DUSK                                                   
GRANT RD W                    ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
GRANT RD W                    ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAWN                                                   
GRANT RD W                    ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
GRANT RD W                    ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
GRANT RD W                    ,Tucson,Arizona,Vehicle/Vehicle,CLOUDY                                                 ,DAYLIGHT                                               
GRANT RD W                    ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
GRANT RD W                    ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
GRANT RD W                    ,Tucson,Arizona,Vehicle/Vehicle,RAIN                                                   ,DAYLIGHT                                               
N FAIRVIEW AV                 ,Tucson,Arizona,Vehicle/Vehicle,SLEET / HAIL (FREEZING RAIN / DRIZZLE)                 ,DAYLIGHT                                               
GRANT RD W                    ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
W GRANT RD                    ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
W GRANT RD                    ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
N FAIRVIEW AV                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DARK-LIGHTED                                           
W GRANT RD                    ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
W GRANT RD                    ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
W GRANT RD                    ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
W GRANT RD                    ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
W GRANT RD                    ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
FAIRVIEW AV                   ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
FAIRVIEW AV N                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
E IRVINGTON RD                ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
CAMPBELL AV                   ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DARK-LIGHTED                                           
W STARR PASS BL               ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
S STARR PASS BL               ,Tucson,Arizona,Vehicle/Vehicle,CLOUDY                                                 ,DAYLIGHT                                               
W STARR PASS BL               ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
1100 S ALVERNON WY            ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
E GRANT RD                    ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
N STONE AV                    ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
N STONE AV                    ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
E ALAMEDA ST                  ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
N STONE AV                    ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
E ALAMEDA ST                  ,Tucson,Arizona,Vehicle/Vehicle,RAIN                                                   ,DUSK                                                   
ALAMEDA ST E                  ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
STONE AV N                    ,Tucson,Arizona,Vehicle/Vehicle,CLOUDY                                                 ,DAYLIGHT                                               
E ALAMEDA ST                  ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
STONE AV N                    ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
ALAMEDA ST E                  ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
E ALAMEDA ST                  ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
ALAMEDA ST E                  ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
ALAMEDA ST E                  ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
ALAMEDA ST E                  ,Tucson,Arizona,Vehicle/Vehicle,CLOUDY                                                 ,DAYLIGHT                                               
PANTANO RD N                  ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
N PANTANO RD                  ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DARK-NOT LIGHTED                                       
E BROADWAY BL                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
E BROADWAY BL                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
E BROADWAY BL                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
E BROADWAY BL                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
E BROADWAY BL                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
E BROADWAY BL                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
N ROSEMONT BL                 ,Tucson,Arizona,Vehicle/Vehicle,RAIN                                                   ,DARK-LIGHTED                                           
E BROADWAY                    ,Tucson,Arizona,Vehicle/Vehicle,CLOUDY                                                 ,DAYLIGHT                                               
E BROADWAY BL                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
E BROADWAY BL                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
N ROSEMONT BL                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
E BROADWAY BL                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DARK-LIGHTED                                           
E BROADWAY BL                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
BROADWAY BL E                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
BROADWAY BL E                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
BROADWAY BL E                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
BROADWAY BL E                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
BROADWAY BL E                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
BROADWAY BL E                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
BROADWAY BL E                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
BROADWAY BL E                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
BROADWAY BL E                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
BROADWAY BL E                 ,Tucson,Arizona,Vehicle/Vehicle,CLOUDY                                                 ,DAYLIGHT                                               
E BROADWAY BL                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DARK-LIGHTED                                           
BROADWAY BL E                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
BROADWAY BL                   ,Tucson,Arizona,Vehicle/Vehicle,UNKNOWN                                                ,DARK-UNKNOWN LIGHTING                                  
BROADWAY BL E                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DARK-NOT LIGHTED                                       
BROADWAY BL E                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
E BROADWAY BL                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
E BROADWAY BL                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
BROADWAY BL                   ,Tucson,Arizona,Vehicle/Vehicle,RAIN                                                   ,DARK-LIGHTED                                           
BROADWAY BL E                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DARK-LIGHTED                                           
BROADWAY BL E                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
BROADWAY BL E                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
BROADWAY BL                   ,Tucson,Arizona,Vehicle/Vehicle,CLOUDY                                                 ,DAYLIGHT                                               
BROADWAY BL E                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
BROADWAY BL E                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DARK-LIGHTED                                           
BROADWAY BL E                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
BROADWAY BL E                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DARK-LIGHTED                                           
BROADWAY BL E                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
BROADWAY BL E                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
E BROADWAY BL                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
E BROADWAY BL                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DARK-LIGHTED                                           
BROADWAY BL E                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
BROADWAY BL E                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
BROADWAY BL E                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DARK-LIGHTED                                           
